placeName,placeTypeHint,lat,lng,plusCode,googleMapsUrl
AVIA,HVO_TANKSTELLE,48.783224,9.797481,,"https://www.google.com/maps/search/?api=1&query=48.7832236,9.7974805"
AVIA,HVO_TANKSTELLE,52.244938,5.754127,,"https://www.google.com/maps/search/?api=1&query=52.2449384,5.754127"
AVIA,HVO_TANKSTELLE,52.158233,6.413784,,"https://www.google.com/maps/search/?api=1&query=52.1582334,6.4137841"
AVIA,HVO_TANKSTELLE,52.278640,6.430396,,"https://www.google.com/maps/search/?api=1&query=52.2786399,6.4303962"
AVIA,HVO_TANKSTELLE,52.380860,6.609714,,"https://www.google.com/maps/search/?api=1&query=52.3808599,6.609714"
AVIA,HVO_TANKSTELLE,52.223178,6.837890,,"https://www.google.com/maps/search/?api=1&query=52.223178,6.8378895"
AVIA,HVO_TANKSTELLE,52.280946,6.850811,,"https://www.google.com/maps/search/?api=1&query=52.2809455,6.8508115"
AVIA,HVO_TANKSTELLE,53.007788,6.582266,,"https://www.google.com/maps/search/?api=1&query=53.007788,6.5822656"
AVIA,HVO_TANKSTELLE,53.722401,10.269020,,"https://www.google.com/maps/search/?api=1&query=53.7224008,10.2690203"
AVIA ( PKW + LKW ),HVO_TANKSTELLE,47.836239,10.640263,,"https://www.google.com/maps/search/?api=1&query=47.8362394,10.6402634"
AVIA ( PKW + LKW ),HVO_TANKSTELLE,52.566645,6.621853,,"https://www.google.com/maps/search/?api=1&query=52.5666453,6.6218528"
AVIA (ACHTUNG! Eventuell noch nicht freigeschaltet! Icon klicken!),HVO_TANKSTELLE,49.054484,8.744764,,"https://www.google.com/maps/search/?api=1&query=49.0544842,8.7447638"
AVIA (Hinweis lesen!),HVO_TANKSTELLE,54.365253,11.002358,,"https://www.google.com/maps/search/?api=1&query=54.3652526,11.0023582"
AVIA (LKW / PKW?),HVO_TANKSTELLE,47.994082,7.379421,,"https://www.google.com/maps/search/?api=1&query=47.9940821,7.3794208"
"AVIA (LKW und ältere PKW, Icon klicken)",HVO_TANKSTELLE,53.335484,13.060867,,"https://www.google.com/maps/search/?api=1&query=53.3354836,13.0608667"
AVIA (PKW + LKW ),HVO_TANKSTELLE,53.322004,6.935503,,"https://www.google.com/maps/search/?api=1&query=53.3220044,6.9355032"
AVIA (PKW und LKW),HVO_TANKSTELLE,53.539667,10.058919,,"https://www.google.com/maps/search/?api=1&query=53.5396667,10.0589188"
AVIA (PKW),HVO_TANKSTELLE,47.930963,14.085816,,"https://www.google.com/maps/search/?api=1&query=47.9309626,14.0858164"
AVIA für LKW / PKW?,HVO_TANKSTELLE,51.247174,15.485015,,"https://www.google.com/maps/search/?api=1&query=51.2471742,15.485015"
AVIA PKW,HVO_TANKSTELLE,48.212330,13.482977,,"https://www.google.com/maps/search/?api=1&query=48.2123304,13.4829773"
AVIA PKW und LKW,HVO_TANKSTELLE,49.264640,11.457987,,"https://www.google.com/maps/search/?api=1&query=49.2646404,11.4579873"
Avia Truck,HVO_TANKSTELLE,52.230791,6.836942,,"https://www.google.com/maps/search/?api=1&query=52.2307909,6.8369423"
AVIA Truck,HVO_TANKSTELLE,52.293613,6.558189,,"https://www.google.com/maps/search/?api=1&query=52.2936131,6.5581892"
AVIA Truck,HVO_TANKSTELLE,50.875102,5.718943,,"https://www.google.com/maps/search/?api=1&query=50.8751023,5.7189429"
AVIA Truck,HVO_TANKSTELLE,51.407167,6.128604,,"https://www.google.com/maps/search/?api=1&query=51.4071672,6.1286038"
"AVIA Wankmüller, Tankpool24",HVO_TANKSTELLE,48.631403,8.898200,,"https://www.google.com/maps/search/?api=1&query=48.6314027,8.8981995"
AVIA XPress,HVO_TANKSTELLE,48.405444,15.654735,,"https://www.google.com/maps/search/?api=1&query=48.4054443,15.6547354"
AVIA XPress (für PKW und Kleintransporter),HVO_TANKSTELLE,48.013300,15.156889,,"https://www.google.com/maps/search/?api=1&query=48.0132995,15.1568888"
Bavaria Petrol,HVO_TANKSTELLE,48.761283,11.440320,,"https://www.google.com/maps/search/?api=1&query=48.7612825,11.4403203"
Bavaria Petrol,HVO_TANKSTELLE,48.103095,11.533384,,"https://www.google.com/maps/search/?api=1&query=48.1030952,11.5333843"
Bavaria Petrol,HVO_TANKSTELLE,48.043032,11.664396,,"https://www.google.com/maps/search/?api=1&query=48.043032,11.664396"
Bavaria Petrol,HVO_TANKSTELLE,52.501751,13.294564,,"https://www.google.com/maps/search/?api=1&query=52.5017506,13.2945638"
Bavaria Tankstelle,HVO_TANKSTELLE,48.141411,11.413771,,"https://www.google.com/maps/search/?api=1&query=48.141411,11.4137706"
Baywa,HVO_TANKSTELLE,48.864254,10.518801,,"https://www.google.com/maps/search/?api=1&query=48.8642544,10.5188006"
BayWa,HVO_TANKSTELLE,47.462936,9.727609,,"https://www.google.com/maps/search/?api=1&query=47.4629365,9.7276094"
BayWa,HVO_TANKSTELLE,48.427886,11.581216,,"https://www.google.com/maps/search/?api=1&query=48.4278857,11.5812161"
BayWa,HVO_TANKSTELLE,48.392008,10.936853,,"https://www.google.com/maps/search/?api=1&query=48.3920077,10.9368533"
Baywa ( LKW + PKW ),HVO_TANKSTELLE,48.178273,11.230954,,"https://www.google.com/maps/search/?api=1&query=48.1782733,11.2309539"
Baywa ( PKW u LKW),HVO_TANKSTELLE,48.312052,11.641730,,"https://www.google.com/maps/search/?api=1&query=48.312052,11.6417303"
"BayWa (Info, Icon klicken)",HVO_TANKSTELLE,48.694968,10.923595,,"https://www.google.com/maps/search/?api=1&query=48.6949678,10.9235949"
BayWa PKW und LKW,HVO_TANKSTELLE,49.242374,12.299930,,"https://www.google.com/maps/search/?api=1&query=49.2423739,12.2999297"
BayWa PKW und LKW,HVO_TANKSTELLE,50.280340,10.951208,,"https://www.google.com/maps/search/?api=1&query=50.2803396,10.9512077"
BayWa PKW und LKW,HVO_TANKSTELLE,49.122485,10.754658,,"https://www.google.com/maps/search/?api=1&query=49.122485,10.7546578"
BayWa PKW und LKW,HVO_TANKSTELLE,49.539775,10.243974,,"https://www.google.com/maps/search/?api=1&query=49.5397751,10.2439743"
Behrenswert PKW und LKW,HVO_TANKSTELLE,52.135548,8.116649,,"https://www.google.com/maps/search/?api=1&query=52.135548,8.1166491"
Benzin Kontor,HVO_TANKSTELLE,48.822271,12.948138,,"https://www.google.com/maps/search/?api=1&query=48.8222712,12.948138"
Benzin Kontor,HVO_TANKSTELLE,47.947359,10.289477,,"https://www.google.com/maps/search/?api=1&query=47.9473586,10.2894767"
Benzin Kontor (BK),HVO_TANKSTELLE,48.132954,11.580967,,"https://www.google.com/maps/search/?api=1&query=48.132954,11.5809672"
Benzin Kontor (BK),HVO_TANKSTELLE,48.139468,11.359939,,"https://www.google.com/maps/search/?api=1&query=48.1394679,11.3599392"
Benzin Kontor (BK),HVO_TANKSTELLE,48.075582,11.249761,,"https://www.google.com/maps/search/?api=1&query=48.0755824,11.2497615"
Benzin Kontor (BK),HVO_TANKSTELLE,48.217702,11.799773,,"https://www.google.com/maps/search/?api=1&query=48.2177022,11.7997727"
Benzin Kontor (BK),HVO_TANKSTELLE,48.023168,11.810993,,"https://www.google.com/maps/search/?api=1&query=48.0231684,11.8109934"
Benzin Kontor (BK),HVO_TANKSTELLE,48.768457,11.543081,,"https://www.google.com/maps/search/?api=1&query=48.7684567,11.5430815"
Benzin Kontor (BK),HVO_TANKSTELLE,48.355810,10.955539,,"https://www.google.com/maps/search/?api=1&query=48.3558103,10.9555393"
Benzin Kontor (BK),HVO_TANKSTELLE,48.217302,11.260637,,"https://www.google.com/maps/search/?api=1&query=48.217302,11.2606371"
Benzin Kontor (BK),HVO_TANKSTELLE,47.627896,12.996024,,"https://www.google.com/maps/search/?api=1&query=47.6278959,12.9960244"
Benzin Kontor (BK),HVO_TANKSTELLE,48.048498,10.882887,,"https://www.google.com/maps/search/?api=1&query=48.0484982,10.882887"
Benzin Kontor (BK),HVO_TANKSTELLE,48.262130,10.984834,,"https://www.google.com/maps/search/?api=1&query=48.2621297,10.9848343"
Benzina,HVO_TANKSTELLE,49.744086,13.608374,,"https://www.google.com/maps/search/?api=1&query=49.7440861,13.6083735"
Benzina,HVO_TANKSTELLE,50.100709,12.386099,,"https://www.google.com/maps/search/?api=1&query=50.1007087,12.3860987"
Benzina,HVO_TANKSTELLE,50.034092,14.214901,,"https://www.google.com/maps/search/?api=1&query=50.034092,14.2149006"
Benzina,HVO_TANKSTELLE,50.099844,14.442871,,"https://www.google.com/maps/search/?api=1&query=50.0998442,14.442871"
Benzina,HVO_TANKSTELLE,50.138845,15.698761,,"https://www.google.com/maps/search/?api=1&query=50.1388452,15.6987611"
Benzina,HVO_TANKSTELLE,50.405193,14.931784,,"https://www.google.com/maps/search/?api=1&query=50.4051927,14.931784"
Benzina / Orlen,HVO_TANKSTELLE,50.481378,14.081347,,"https://www.google.com/maps/search/?api=1&query=50.4813779,14.0813467"
Benzina / Orlen,HVO_TANKSTELLE,50.756599,15.051796,,"https://www.google.com/maps/search/?api=1&query=50.756599,15.0517958"
Benzina / Orlen,HVO_TANKSTELLE,50.105162,14.069630,,"https://www.google.com/maps/search/?api=1&query=50.1051622,14.06963"
Bergler (ab Mai 25),HVO_TANKSTELLE,49.626055,12.074223,,"https://www.google.com/maps/search/?api=1&query=49.6260551,12.0742228"
Bft,HVO_TANKSTELLE,48.603053,8.870650,,"https://www.google.com/maps/search/?api=1&query=48.6030533,8.8706499"
Bft,HVO_TANKSTELLE,51.110411,10.930278,,"https://www.google.com/maps/search/?api=1&query=51.1104112,10.9302784"
Bft,HVO_TANKSTELLE,52.416335,7.975599,,"https://www.google.com/maps/search/?api=1&query=52.4163349,7.9755993"
Bft,HVO_TANKSTELLE,50.713949,10.125631,,"https://www.google.com/maps/search/?api=1&query=50.7139485,10.125631"
BFT,HVO_TANKSTELLE,52.737142,8.285267,,"https://www.google.com/maps/search/?api=1&query=52.7371421,8.2852674"
BFT,HVO_TANKSTELLE,49.757953,8.999051,,"https://www.google.com/maps/search/?api=1&query=49.7579529,8.9990507"
Bft (wieder frei),HVO_TANKSTELLE,51.377391,6.251983,,"https://www.google.com/maps/search/?api=1&query=51.3773906,6.2519828"
Bft / Walther,HVO_TANKSTELLE,50.034587,10.238407,,"https://www.google.com/maps/search/?api=1&query=50.0345869,10.2384066"
Bft / Walther,HVO_TANKSTELLE,50.316304,11.686225,,"https://www.google.com/maps/search/?api=1&query=50.3163042,11.6862249"
Bft PKW + LKW,HVO_TANKSTELLE,47.793784,11.063293,,"https://www.google.com/maps/search/?api=1&query=47.7937839,11.0632926"
Bft Tankstelle,HVO_TANKSTELLE,50.981946,9.778308,,"https://www.google.com/maps/search/?api=1&query=50.9819458,9.7783082"
Bft Walther,HVO_TANKSTELLE,50.785141,10.122007,,"https://www.google.com/maps/search/?api=1&query=50.7851406,10.1220072"
Bft Walther,HVO_TANKSTELLE,50.799203,10.618794,,"https://www.google.com/maps/search/?api=1&query=50.799203,10.6187942"
Bft Walther,HVO_TANKSTELLE,50.801242,10.323594,,"https://www.google.com/maps/search/?api=1&query=50.8012417,10.3235944"
Bft Walther,HVO_TANKSTELLE,50.247973,12.028348,,"https://www.google.com/maps/search/?api=1&query=50.2479732,12.028348"
Bft Walther,HVO_TANKSTELLE,49.899834,10.343657,,"https://www.google.com/maps/search/?api=1&query=49.8998342,10.343657"
Bft Walther,HVO_TANKSTELLE,50.033821,10.225207,,"https://www.google.com/maps/search/?api=1&query=50.0338213,10.2252073"
Biofuel Express (PKW + LKW),HVO_TANKSTELLE,54.898901,11.915474,,"https://www.google.com/maps/search/?api=1&query=54.8989006,11.9154744"
BioFuelExpress (PKW + LKW),HVO_TANKSTELLE,54.853593,9.364317,,"https://www.google.com/maps/search/?api=1&query=54.853593,9.3643167"
BK / Kaufland,HVO_TANKSTELLE,48.398350,12.761717,,"https://www.google.com/maps/search/?api=1&query=48.3983501,12.7617165"
BK / Kaufland,HVO_TANKSTELLE,48.417755,12.944092,,"https://www.google.com/maps/search/?api=1&query=48.4177552,12.9440915"
BK / SB Tankstelle / Buchwinkler,HVO_TANKSTELLE,47.606859,12.903811,,"https://www.google.com/maps/search/?api=1&query=47.6068588,12.9038108"
BK/Total,HVO_TANKSTELLE,48.210892,11.954230,,"https://www.google.com/maps/search/?api=1&query=48.2108921,11.9542304"
BMÖ,HVO_TANKSTELLE,53.089727,8.803787,,"https://www.google.com/maps/search/?api=1&query=53.0897266,8.8037871"
BMÖ,HVO_TANKSTELLE,53.029017,8.807491,,"https://www.google.com/maps/search/?api=1&query=53.0290168,8.8074909"
BMÖ,HVO_TANKSTELLE,53.046984,8.957161,,"https://www.google.com/maps/search/?api=1&query=53.0469837,8.9571606"
BMÖ,HVO_TANKSTELLE,53.230661,8.778848,,"https://www.google.com/maps/search/?api=1&query=53.2306607,8.7788477"
BMÖ,HVO_TANKSTELLE,53.228635,8.937259,,"https://www.google.com/maps/search/?api=1&query=53.228635,8.9372591"
BMÖ,HVO_TANKSTELLE,53.068849,8.866752,,"https://www.google.com/maps/search/?api=1&query=53.0688495,8.8667524"
BMÖ,HVO_TANKSTELLE,52.976033,8.791450,,"https://www.google.com/maps/search/?api=1&query=52.9760329,8.7914502"
Böttcher Energie,HVO_TANKSTELLE,49.012729,12.147000,,"https://www.google.com/maps/search/?api=1&query=49.0127295,12.1470001"
BP,HVO_TANKSTELLE,47.260980,11.421114,,"https://www.google.com/maps/search/?api=1&query=47.2609804,11.4211142"
BP,HVO_TANKSTELLE,47.444060,9.068822,,"https://www.google.com/maps/search/?api=1&query=47.44406,9.0688224"
BP  ( PKW + LKW ),HVO_TANKSTELLE,48.198589,13.604946,,"https://www.google.com/maps/search/?api=1&query=48.1985894,13.6049459"
BP / Leikermoser,HVO_TANKSTELLE,47.275571,11.434208,,"https://www.google.com/maps/search/?api=1&query=47.2755715,11.4342079"
BP / Leikermoser,HVO_TANKSTELLE,47.499314,12.188554,,"https://www.google.com/maps/search/?api=1&query=47.4993138,12.1885538"
BP / LM Energy,HVO_TANKSTELLE,47.096159,13.633853,,"https://www.google.com/maps/search/?api=1&query=47.0961587,13.6338534"
BP / LM Energy,HVO_TANKSTELLE,47.665586,12.753284,,"https://www.google.com/maps/search/?api=1&query=47.6655856,12.7532841"
BP / LM Energy / nur für LKW,HVO_TANKSTELLE,48.248159,13.015324,,"https://www.google.com/maps/search/?api=1&query=48.248159,13.0153239"
BP / Stiglechner LKW (und ältere PKW),HVO_TANKSTELLE,48.039702,13.991991,,"https://www.google.com/maps/search/?api=1&query=48.0397017,13.9919915"
BP / Stiglechner LKW und ältere PKW,HVO_TANKSTELLE,48.197885,15.221720,,"https://www.google.com/maps/search/?api=1&query=48.1978849,15.2217202"
BP Schallmoos,HVO_TANKSTELLE,47.808651,13.053032,,"https://www.google.com/maps/search/?api=1&query=47.8086514,13.0530317"
BP Truck,HVO_TANKSTELLE,53.475208,6.193552,,"https://www.google.com/maps/search/?api=1&query=53.475208,6.1935519"
BP Truck,HVO_TANKSTELLE,53.110441,6.058112,,"https://www.google.com/maps/search/?api=1&query=53.1104407,6.0581117"
BP Truck,HVO_TANKSTELLE,48.200256,13.645425,,"https://www.google.com/maps/search/?api=1&query=48.2002562,13.6454248"
BP Truck,HVO_TANKSTELLE,47.773011,14.178157,,"https://www.google.com/maps/search/?api=1&query=47.7730108,14.1781565"
BP Truck,HVO_TANKSTELLE,47.037820,11.473639,,"https://www.google.com/maps/search/?api=1&query=47.0378202,11.4736389"
BP Truck,HVO_TANKSTELLE,48.176163,15.557041,,"https://www.google.com/maps/search/?api=1&query=48.1761626,15.5570411"
BP Truck,HVO_TANKSTELLE,47.318290,11.653997,,"https://www.google.com/maps/search/?api=1&query=47.3182904,11.6539975"
BP Truck (evtl PKW),HVO_TANKSTELLE,47.989312,13.811901,,"https://www.google.com/maps/search/?api=1&query=47.9893125,13.811901"
BP Truck (PKW Infos Icon klicken),HVO_TANKSTELLE,47.249171,13.424641,,"https://www.google.com/maps/search/?api=1&query=47.2491712,13.4246406"
BP Truck und ältere PKW,HVO_TANKSTELLE,51.944478,5.757878,,"https://www.google.com/maps/search/?api=1&query=51.9444778,5.7578784"
BP Truck und ältere PKW,HVO_TANKSTELLE,48.178655,13.747181,,"https://www.google.com/maps/search/?api=1&query=48.1786553,13.7471808"
"BP Visser (LKW, PKW vllt auch)",HVO_TANKSTELLE,51.873777,5.639343,,"https://www.google.com/maps/search/?api=1&query=51.873777,5.6393435"
Brandol,HVO_TANKSTELLE,52.182256,14.242736,,"https://www.google.com/maps/search/?api=1&query=52.1822556,14.2427364"
BSP / Esso express De Lutte,HVO_TANKSTELLE,52.315537,6.995572,,"https://www.google.com/maps/search/?api=1&query=52.3155371,6.9955725"
BSP / Esso Express Grou,HVO_TANKSTELLE,53.096320,5.823605,,"https://www.google.com/maps/search/?api=1&query=53.0963197,5.8236054"
BSP / Esso Express Ommen,HVO_TANKSTELLE,52.529221,6.436482,,"https://www.google.com/maps/search/?api=1&query=52.5292213,6.4364821"
BSP / Esso express Staphorst,HVO_TANKSTELLE,52.641155,6.197965,,"https://www.google.com/maps/search/?api=1&query=52.6411547,6.197965"
BSP / Esso express Steenderen,HVO_TANKSTELLE,52.069963,6.191978,,"https://www.google.com/maps/search/?api=1&query=52.0699626,6.1919777"
BSP / Esso Express Vriezenveen,HVO_TANKSTELLE,52.404393,6.635977,,"https://www.google.com/maps/search/?api=1&query=52.4043928,6.6359773"
BSP / Firezone Doetinchem,HVO_TANKSTELLE,51.970956,6.268473,,"https://www.google.com/maps/search/?api=1&query=51.9709564,6.2684732"
BSP / Firezone Elburg,HVO_TANKSTELLE,52.439678,5.831134,,"https://www.google.com/maps/search/?api=1&query=52.4396779,5.8311338"
BSP / Firezone Hattemerbroek,HVO_TANKSTELLE,52.482295,6.019659,,"https://www.google.com/maps/search/?api=1&query=52.4822947,6.0196587"
BSP / Firezone IJsselmuiden,HVO_TANKSTELLE,52.554667,5.940382,,"https://www.google.com/maps/search/?api=1&query=52.5546665,5.9403817"
BSP / Firezone Kampen,HVO_TANKSTELLE,52.566555,5.872467,,"https://www.google.com/maps/search/?api=1&query=52.5665548,5.8724675"
BSP / Firezone Leeuwarden,HVO_TANKSTELLE,53.187561,5.755520,,"https://www.google.com/maps/search/?api=1&query=53.1875611,5.7555201"
BSP / Firezone Oudleusen,HVO_TANKSTELLE,52.530605,6.316651,,"https://www.google.com/maps/search/?api=1&query=52.5306047,6.3166515"
BSP / Firezone Zwolle (Hessenpoort),HVO_TANKSTELLE,52.537804,6.169955,,"https://www.google.com/maps/search/?api=1&query=52.5378043,6.1699553"
BSP / Texaco Apeldoorn,HVO_TANKSTELLE,52.200539,6.033806,,"https://www.google.com/maps/search/?api=1&query=52.2005394,6.0338064"
BSP / Texaco Apeldoorn LKW,HVO_TANKSTELLE,52.239333,5.988345,,"https://www.google.com/maps/search/?api=1&query=52.2393329,5.9883454"
BSP / Texaco Balkbrug,HVO_TANKSTELLE,52.603335,6.397992,,"https://www.google.com/maps/search/?api=1&query=52.603335,6.3979918"
BSP / Texaco Barneveld,HVO_TANKSTELLE,52.163706,5.586680,,"https://www.google.com/maps/search/?api=1&query=52.1637057,5.5866801"
BSP / Texaco Deurningen,HVO_TANKSTELLE,52.284469,6.853262,,"https://www.google.com/maps/search/?api=1&query=52.2844693,6.8532623"
BSP / Texaco Duiven / LKW,HVO_TANKSTELLE,51.974621,6.004245,,"https://www.google.com/maps/search/?api=1&query=51.9746211,6.004245"
BSP / Texaco Eemshaven,HVO_TANKSTELLE,53.444379,6.809192,,"https://www.google.com/maps/search/?api=1&query=53.4443787,6.8091922"
BSP / Texaco Hardenberg,HVO_TANKSTELLE,52.553207,6.646192,,"https://www.google.com/maps/search/?api=1&query=52.5532065,6.6461919"
BSP / Texaco Hasselt,HVO_TANKSTELLE,52.583970,6.088287,,"https://www.google.com/maps/search/?api=1&query=52.5839696,6.0882868"
BSP / Texaco Hattem,HVO_TANKSTELLE,52.484596,6.041885,,"https://www.google.com/maps/search/?api=1&query=52.4845961,6.0418848"
BSP / Texaco Heerenveen,HVO_TANKSTELLE,52.976566,5.937580,,"https://www.google.com/maps/search/?api=1&query=52.9765665,5.9375804"
BSP / Texaco Nijmegen,HVO_TANKSTELLE,51.853590,5.833421,,"https://www.google.com/maps/search/?api=1&query=51.8535896,5.8334206"
BSP / Texaco Raalte Truck (PKW?),HVO_TANKSTELLE,52.374018,6.285538,,"https://www.google.com/maps/search/?api=1&query=52.3740178,6.2855376"
Carrefour ( PKW ),HVO_TANKSTELLE,48.578904,6.518608,,"https://www.google.com/maps/search/?api=1&query=48.5789036,6.5186084"
Cepro PKW,HVO_TANKSTELLE,50.684679,13.993763,,"https://www.google.com/maps/search/?api=1&query=50.6846794,13.993763"
CH Tankstelle,HVO_TANKSTELLE,51.945200,8.013209,,"https://www.google.com/maps/search/?api=1&query=51.9451998,8.0132094"
Classic / Fa. Jorczyk,HVO_TANKSTELLE,52.633535,9.988864,,"https://www.google.com/maps/search/?api=1&query=52.6335348,9.9888644"
Classic Oil,HVO_TANKSTELLE,53.554383,7.473295,,"https://www.google.com/maps/search/?api=1&query=53.5543832,7.4732955"
Classic Oil,HVO_TANKSTELLE,51.132661,9.123261,,"https://www.google.com/maps/search/?api=1&query=51.1326612,9.1232613"
Classic Tankstelle,HVO_TANKSTELLE,52.814865,9.142831,,"https://www.google.com/maps/search/?api=1&query=52.8148649,9.1428309"
Classic Tankstelle,HVO_TANKSTELLE,52.606627,11.838150,,"https://www.google.com/maps/search/?api=1&query=52.6066271,11.8381505"
Classic Tankstelle,HVO_TANKSTELLE,52.990916,8.805895,,"https://www.google.com/maps/search/?api=1&query=52.9909157,8.8058951"
Classic Tankstelle,HVO_TANKSTELLE,51.852938,11.580581,,"https://www.google.com/maps/search/?api=1&query=51.8529376,11.5805814"
DCB Energy,HVO_TANKSTELLE,52.285336,6.748041,,"https://www.google.com/maps/search/?api=1&query=52.2853355,6.7480412"
DCB Energy / Orange Gas,HVO_TANKSTELLE,52.959980,6.549090,,"https://www.google.com/maps/search/?api=1&query=52.9599799,6.5490895"
DCB Energy Truck,HVO_TANKSTELLE,50.947155,5.703224,,"https://www.google.com/maps/search/?api=1&query=50.9471545,5.7032243"
DISK,HVO_TANKSTELLE,47.258366,11.399786,,"https://www.google.com/maps/search/?api=1&query=47.2583656,11.3997865"
Disk Tankstelle,HVO_TANKSTELLE,47.152859,10.582944,,"https://www.google.com/maps/search/?api=1&query=47.1528595,10.5829435"
Dittus Brennstoffe (PKW + LKW),HVO_TANKSTELLE,48.745371,8.806485,,"https://www.google.com/maps/search/?api=1&query=48.745371,8.8064853"
Donig / Aral PKW + LKW,HVO_TANKSTELLE,51.504470,9.389927,,"https://www.google.com/maps/search/?api=1&query=51.5044699,9.3899267"
Dovatrans Truck PKW,HVO_TANKSTELLE,49.383190,15.697234,,"https://www.google.com/maps/search/?api=1&query=49.3831897,15.6972342"
Drivers Inn,HVO_TANKSTELLE,48.082004,11.691641,,"https://www.google.com/maps/search/?api=1&query=48.0820039,11.6916405"
DS Emova,HVO_TANKSTELLE,50.973968,7.131008,,"https://www.google.com/maps/search/?api=1&query=50.9739675,7.1310081"
DS International Diesel Service LKW,HVO_TANKSTELLE,51.380789,6.190006,,"https://www.google.com/maps/search/?api=1&query=51.3807892,6.190006"
DTS (Truck und vermutlich auch PKW),HVO_TANKSTELLE,47.816333,13.059205,,"https://www.google.com/maps/search/?api=1&query=47.8163325,13.0592048"
E Center (Oktan),HVO_TANKSTELLE,49.597572,8.487691,,"https://www.google.com/maps/search/?api=1&query=49.5975725,8.4876908"
Eberhard Tankstelle,HVO_TANKSTELLE,49.127255,8.586386,,"https://www.google.com/maps/search/?api=1&query=49.1272549,8.5863861"
Eco Energy Truck,HVO_TANKSTELLE,50.646494,5.824619,,"https://www.google.com/maps/search/?api=1&query=50.6464942,5.824619"
EDI,HVO_TANKSTELLE,49.180538,9.219371,,"https://www.google.com/maps/search/?api=1&query=49.180538,9.2193705"
EDI,HVO_TANKSTELLE,49.196242,9.500331,,"https://www.google.com/maps/search/?api=1&query=49.1962424,9.5003309"
EDI,HVO_TANKSTELLE,49.254338,9.859124,,"https://www.google.com/maps/search/?api=1&query=49.2543379,9.8591243"
EDI,HVO_TANKSTELLE,49.205951,9.988924,,"https://www.google.com/maps/search/?api=1&query=49.2059512,9.9889238"
EDI,HVO_TANKSTELLE,49.064853,9.892392,,"https://www.google.com/maps/search/?api=1&query=49.0648532,9.8923925"
EDI,HVO_TANKSTELLE,49.204489,9.489248,,"https://www.google.com/maps/search/?api=1&query=49.2044893,9.4892483"
EDI,HVO_TANKSTELLE,49.167992,9.267107,,"https://www.google.com/maps/search/?api=1&query=49.1679924,9.2671066"
EDI,HVO_TANKSTELLE,49.143742,9.308730,,"https://www.google.com/maps/search/?api=1&query=49.1437422,9.3087303"
EFA-Tankstelle,HVO_TANKSTELLE,48.999164,8.427889,,"https://www.google.com/maps/search/?api=1&query=48.9991645,8.427889"
Eichele Tankstelle,HVO_TANKSTELLE,48.108768,11.663311,,"https://www.google.com/maps/search/?api=1&query=48.1087682,11.6633111"
ELO,HVO_TANKSTELLE,49.583856,11.004100,,"https://www.google.com/maps/search/?api=1&query=49.5838564,11.0040996"
ELO,HVO_TANKSTELLE,49.485553,10.781065,,"https://www.google.com/maps/search/?api=1&query=49.4855534,10.7810647"
ELO,HVO_TANKSTELLE,49.594663,11.091388,,"https://www.google.com/maps/search/?api=1&query=49.5946632,11.0913878"
ELO,HVO_TANKSTELLE,49.880189,10.883416,,"https://www.google.com/maps/search/?api=1&query=49.8801887,10.8834158"
ELO,HVO_TANKSTELLE,49.572221,10.873215,,"https://www.google.com/maps/search/?api=1&query=49.5722209,10.8732147"
ELO,HVO_TANKSTELLE,49.522035,10.976371,,"https://www.google.com/maps/search/?api=1&query=49.5220346,10.9763714"
ELO,HVO_TANKSTELLE,49.123846,10.770817,,"https://www.google.com/maps/search/?api=1&query=49.1238458,10.7708174"
ELO,HVO_TANKSTELLE,49.508331,11.271915,,"https://www.google.com/maps/search/?api=1&query=49.5083311,11.2719153"
"Energie Aktiv  (wichtige Info, Icon klicken)",HVO_TANKSTELLE,48.295020,8.808705,,"https://www.google.com/maps/search/?api=1&query=48.2950204,8.8087048"
"Energie Aktiv (wichtige Infos, aufs Icon klicken!)",HVO_TANKSTELLE,48.295087,8.808691,,"https://www.google.com/maps/search/?api=1&query=48.2950874,8.8086913"
Energiedirect,HVO_TANKSTELLE,48.014027,15.596368,,"https://www.google.com/maps/search/?api=1&query=48.0140266,15.5963676"
EnergieDirect,HVO_TANKSTELLE,48.187786,15.616531,,"https://www.google.com/maps/search/?api=1&query=48.1877859,15.6165311"
EnergieDirect,HVO_TANKSTELLE,47.039730,15.426020,,"https://www.google.com/maps/search/?api=1&query=47.0397299,15.4260199"
Engelmann Tankstelle PKW und LKW,HVO_TANKSTELLE,51.347821,12.221581,,"https://www.google.com/maps/search/?api=1&query=51.3478213,12.2215808"
Engemann Tankstelle für PKW und LKW(?),HVO_TANKSTELLE,51.356205,12.109953,,"https://www.google.com/maps/search/?api=1&query=51.356205,12.1099526"
ENI,HVO_TANKSTELLE,48.306868,14.316032,,"https://www.google.com/maps/search/?api=1&query=48.3068681,14.3160324"
ENI,HVO_TANKSTELLE,47.481336,9.731662,,"https://www.google.com/maps/search/?api=1&query=47.4813355,9.7316624"
ENI,HVO_TANKSTELLE,47.410398,9.720632,,"https://www.google.com/maps/search/?api=1&query=47.4103981,9.7206318"
ENI,HVO_TANKSTELLE,48.241981,14.291607,,"https://www.google.com/maps/search/?api=1&query=48.2419814,14.2916071"
